,r2
152,0.5776063953912868
153,0.576591206434088
154,0.5765938009543271
155,0.5774011712673481
156,0.5769283656252981
157,0.5780048032375568
158,0.5788955642758895
159,0.5802788327104449
160,0.5803553757109299
161,0.581137873042187
162,0.58077997471401
163,0.5799554717871447
164,0.5805315399001959
165,0.5795547321439012
166,0.5800101806675456
167,0.5806289154264188
168,0.5807590922995771
169,0.5808192028161111
170,0.5809338502403034
171,0.5817029685680054
172,0.5800091227943477
173,0.5796432806418064
174,0.5796554748654703
175,0.5807376070502683
176,0.5808401257571905
177,0.580972971735572
178,0.5813241376758072
179,0.5813680284025062
180,0.5817348790771188
181,0.5827792683859876
182,0.5835864261971346
183,0.5850684777150592
184,0.5856555307023481
185,0.5845287118132797
186,0.5854061626043565
187,0.5851215650352894
188,0.5856383454696064
189,0.5845929397171568
190,0.5853045893287272
191,0.5857393878784406
192,0.5858725530847386
193,0.5868705087367379
194,0.586855111933416
195,0.5869143914636934
196,0.5876241310131395
197,0.5869542522818951
198,0.5874499803872266
199,0.5874630498789216
200,0.5876770302154013
201,0.5872550897880404
202,0.5879956946102565
203,0.587456646401604
204,0.5870226432442811
205,0.588475289925042
206,0.5871693681377352
207,0.5877937628316854
208,0.5877593431711922
209,0.5877704067767149
210,0.5880233628163266
211,0.5888836342458329
212,0.5885711181069656
213,0.589151296918142
214,0.5900052894604457
215,0.5900250608796682
216,0.5890184532007733
217,0.5889153241174258
218,0.5896230066339796
219,0.5902323660426774
220,0.5906304312185429
221,0.5897617256621837
222,0.5907495627883248
223,0.5900452886229204
224,0.590508658987206
225,0.5910965829816758
226,0.5907659382653669
227,0.5903203217705101
228,0.5903803766514852
229,0.5900837442753248
230,0.5908358568135099
231,0.5917858553522413
232,0.5929184830612193
233,0.5925283438104015
234,0.592285158215661
235,0.5929025345235465
236,0.5927237489352523
237,0.5936180838824769
238,0.5933781875066736
239,0.5947168298022478
240,0.5937352293580631
241,0.5932634944609669
242,0.592864453545584
243,0.5938579490298355
244,0.5940319037177615
245,0.5940019653125075
246,0.5950792014788454
247,0.5953950486317965
248,0.5969492636078899
249,0.5967926612709686
250,0.597529959179437
251,0.5974071192613137
252,0.5976458953901176
253,0.5972012384213341
254,0.5982654872529761
255,0.597799645227711
256,0.5973932972178706
257,0.5972831730767894
258,0.5973406087326536
259,0.5961857693422123
260,0.595987676364101
261,0.5965870389333977
262,0.5965440058133253
263,0.5961502199705112
264,0.5962427326881906
265,0.59642275651298
266,0.5954986391875008
267,0.5949004737730894
268,0.5943988816046857
269,0.5944097920706899
270,0.5947604809888605
271,0.5950814011255765
272,0.5947530545974311
273,0.594537316141557
274,0.5947834185945924
275,0.5947090337873684
276,0.5947028058434651
277,0.5954420879206977
278,0.595446491563191
279,0.5955854521880548
280,0.5954341057334778
281,0.5959671100955076
282,0.5958914426564206
283,0.596014528981708
284,0.596242439171983
285,0.5964790666317414
286,0.5965882833235869
287,0.5968774468913483
288,0.5961610748603755
289,0.5964494511943065
290,0.5964551536354799
291,0.596668285887689
292,0.5968429808343709
293,0.5980193442510857
294,0.5980001717066157
295,0.5980026396059903
296,0.5977820077868996
297,0.5980775229821796
298,0.5981311314239497
299,0.5982527716317723
300,0.5980585031312812
301,0.5982351188447768
302,0.5983183295918554
303,0.5983091612187176
304,0.597921823167356
305,0.5982447913878233
306,0.5982213112244529
307,0.5977293724346939
308,0.5981538202996501
309,0.5985215170201614
310,0.5981506790759794
311,0.5990956059668335
312,0.5985883552859836
313,0.5992638703788711
314,0.5998032921032802
315,0.6003239283579929
316,0.600681202928885
317,0.6011242029532504
318,0.6011472362601893
319,0.6012047541391923
320,0.6014647489321256
321,0.6022794957628453
322,0.6019449348543209
323,0.6014123432552494
324,0.6015528801427543
325,0.601326649103959
326,0.6013275837722156
327,0.6013071492192117
328,0.6014775059696053
329,0.6011627122254507
330,0.6005924187717113
331,0.6008004487848543
332,0.6005369613419804
333,0.6007082184215975
334,0.6007618848908309
335,0.60044818433499
336,0.6005339200710055
337,0.6003890629650109
338,0.6002934874032791
339,0.6004958242265759
340,0.6005049989692448
341,0.6007068623113487
342,0.6004595751864217
343,0.6007565365348022
344,0.6007463599420275
345,0.6005504614931934
346,0.6009074203108297
347,0.6006430020424842
348,0.6009421081510604
349,0.6006929179643743
350,0.6008334040708875
351,0.6003236000491062
352,0.6009695685464309
353,0.6008259077060422
354,0.6010899411125306
355,0.6010008554906839
356,0.601026598248847
357,0.6008259148436159
358,0.600365500102575
359,0.6012185356600127
360,0.6011366175281816
361,0.6018119030014488
362,0.6018291344912431
363,0.6014935571148259
364,0.6015933824563509
365,0.6014517222370837
366,0.6019182844882252
367,0.6024408984566232
368,0.6022730809418482
369,0.6022177497229279
370,0.6017133918619835
371,0.6018539595549353
372,0.60213046799493
373,0.6021831323062015
374,0.6024547574508776
375,0.6027061452793758
376,0.6024510596676194
377,0.601879378028446
378,0.6019766741344361
379,0.6023899671335862
380,0.6027610318289391
381,0.6025551775355973
382,0.6024886771542801
383,0.6023463748942322
384,0.6022219387184204
385,0.6021504932250703
386,0.60216487057619
387,0.6020009795633937
388,0.6024023427706401
389,0.6026609377153515
390,0.6029191343725602
391,0.6028320548429474
392,0.603008169727165
393,0.602921040997066
394,0.6028674421679179
395,0.6030021297823709
396,0.6030117560246633
397,0.6025661900782799
398,0.6030042246170093
399,0.6033066079819212
400,0.6031914491677214
401,0.6034534103189698
402,0.6035552213190944
403,0.6034767886039327
404,0.603478532582422
405,0.6034284732984103
406,0.603324352649162
407,0.6031067718413968
408,0.6027268949821256
409,0.6029087588875548
410,0.6026683095475176
411,0.6027805737014515
412,0.6031536955653465
413,0.6033174805693127
414,0.6033609976073315
415,0.6034020505028657
416,0.6033334790248561
417,0.6035336281840396
418,0.6035492647285685
419,0.6037034912290853
420,0.6035103670142518
421,0.6041018829530149
422,0.6042003226751058
423,0.6042376629842486
424,0.6042578521231667
425,0.6043977810090924
426,0.6044393160144931
427,0.6044074699824539
428,0.6048100275775223
429,0.6048506312295504
430,0.6048386348309689
431,0.6043898726181535
432,0.6043600575814689
433,0.6044688470261088
434,0.6047148497300898
435,0.6051893179565625
436,0.6049366119674366
437,0.6051614896905412
438,0.6051873613748109
439,0.6046269338945164
440,0.6045755810182278
441,0.6043815852371903
442,0.6042664968504743
443,0.6044057342145546
444,0.6042460557565716
445,0.604226884711313
446,0.6044780148534523
447,0.6047377352792468
448,0.604846163956779
449,0.6048894661819455
450,0.6045677763464565
451,0.6045181352842507
452,0.6046316048561511
453,0.604280119524846
454,0.6044491970565391
455,0.6045797905506447
456,0.6044506252221924
457,0.6045812796153602
458,0.6044356057752411
459,0.6048518562547027
460,0.6045009148675965
461,0.6042680947864212
462,0.6043238941731102
463,0.6040892495192439
464,0.6043027382990154
465,0.6042996365245992
466,0.6045813539799012
467,0.6044322815285006
468,0.6043501095095875
469,0.6044243258595332
470,0.6046740506485793
471,0.6045636589295245
472,0.604446893654413
473,0.604485894826947
474,0.6045300381646886
475,0.6042452145389609
476,0.6040460148101794
477,0.6041608123732572
478,0.6040941070115701
479,0.6040370678190772
480,0.603927740899419
481,0.6038443324538395
482,0.6040492103612607
483,0.6042219878895724
484,0.6043736342042214
485,0.604310369192745
486,0.6043490089576531
487,0.604348813383949
488,0.6044056181540788
489,0.6044699230135879
490,0.6045573777645831
491,0.6045457602306418
492,0.6046120540031177
493,0.6047221658151998
494,0.6047536096634993
495,0.6044538099778158
496,0.6045979547611924
497,0.6046324020528764
498,0.6047955910993507
499,0.604883647756896
500,0.604927623628033
501,0.6048501065592213
502,0.605230410162759
503,0.6051190258426647
504,0.6052624602048178
505,0.6052945990632892
506,0.6051209301710604
507,0.605058536445574
508,0.6051928017395212
509,0.6050865238953964
510,0.6051486713712949
511,0.6053888125004877
512,0.6052896084488439
513,0.6051765193849195
514,0.6051262095165308
515,0.6052654955745831
516,0.6053431244723707
517,0.6054076302940306
518,0.6055402757544421
519,0.6054671998489676
520,0.6053543204796097
521,0.6053199677346469
522,0.6054510764445002
523,0.6056707291732337
524,0.6057263516848463
525,0.6058415931039232
526,0.6060711106578793
527,0.6062523608885501
528,0.6063543725582615
529,0.6065432711622457
530,0.6065110648817671
531,0.6064494565153793
532,0.6065080793256663
533,0.6065686812195418
534,0.6065058615208909
535,0.6063149949335529
536,0.6063238524831323
537,0.6063456073991067
538,0.606360459153331
539,0.6063250740902093
540,0.6062516736457718
541,0.6062761556992708
542,0.6062474102004598
543,0.6063020634100798
544,0.606299821090506
545,0.6065359689575978
546,0.6065297107904574
547,0.6064261367917041
548,0.6064555212645014
549,0.6064112523386875
550,0.6062425842362289
551,0.6062425757621688
552,0.6061121011674355
553,0.6061463499491828
554,0.6061775113651711
555,0.6061843938364128
556,0.606031283864028
557,0.6061027516370036
558,0.6061640368675927
559,0.6062795189730568
560,0.6064647871035143
561,0.6064569724216335
562,0.6065998568221219
563,0.6066655886529914
564,0.6065533169089983
565,0.6064474669229221
566,0.6064750974392383
567,0.6064458022564361
568,0.6067060939153032
569,0.6066927337626451
570,0.6067086485950619
571,0.6068216168198177
572,0.6068581945631273
573,0.6067806284935681
574,0.606743606502568
575,0.6067501371792213
576,0.6069256923096353
577,0.6068212140184935
578,0.6068087236027634
579,0.6068625912388398
580,0.6069248621811869
581,0.606947841570767
582,0.6067814725758065
583,0.6068127053406889
584,0.6067660706234786
585,0.6066973698543778
586,0.6066423128962642
587,0.606555830528791
588,0.6063966077940706
589,0.6063415406844381
590,0.6062770543647154
591,0.6062067910629128
592,0.6062625310737957
593,0.6062512924219059
594,0.6060902489421154
595,0.6061241436862994
596,0.6062130968993389
597,0.6062689876585672
598,0.6061049089528074
599,0.6061871760740793
600,0.6060243791142969
601,0.6060300740026692
602,0.6060350073670959
603,0.6060932057394317
604,0.6062168118186658
605,0.6062641389381911
606,0.6063578296324263
607,0.606346890173096
608,0.6063761006569384
609,0.6064082273560485
610,0.6064350499305162
611,0.6063233403805456
612,0.6063378487365078
613,0.6064292373802391
614,0.606594166331851
615,0.6065621647163167
616,0.6066082804018049
617,0.6065665048812579
618,0.606575905786599
619,0.6066081586499799
620,0.6065654250973271
621,0.6065852735535294
622,0.6066150960492567
623,0.60649623774095
624,0.6066277910465501
625,0.6065304590819512
626,0.6065343737233819
627,0.6066006566266733
628,0.6065584968741575
629,0.6065330998148167
630,0.6065751994905977
631,0.6065298429116937
632,0.606523024466129
633,0.6065222410261276
634,0.6064965535079575
635,0.6064682470158329
636,0.6065197623202985
637,0.6065461274957901
638,0.6065241082447547
639,0.6065288973356142
640,0.6064772888092143
641,0.6065063844021998
642,0.6064247676285133
643,0.6064319164896459
644,0.606439470988497
645,0.6063711723556886
646,0.6063746763473968
647,0.6063626607957066
648,0.6063538062312336
649,0.6062715949987525
650,0.6062221870763818
651,0.6061579566746105
652,0.6061646234321497
653,0.6062230047922201
654,0.6062140706700277
655,0.6062895924645773
656,0.6062907355442313
657,0.6062976037713567
658,0.6062741689890252
659,0.6062562726028826
660,0.6062909256685484
661,0.6063302539403295
662,0.6063753857228236
663,0.6064027748512575
664,0.6064675073739122
665,0.6064415064944799
666,0.6063802520805479
667,0.6064116421553839
668,0.6063752741099525
669,0.606351938750713
670,0.6063825283412283
671,0.6063564728579145
672,0.6063639547520394
673,0.6063402990240712
674,0.6063262260788393
675,0.6063403131245834
676,0.6063444201118592
677,0.6063213027098137
678,0.6063912265339778
679,0.6064565122950889
680,0.6064872015622211
681,0.6064598268156556
682,0.6064903024574129
683,0.6064800873272158
684,0.6064849167236271
685,0.6064865718470923
686,0.6064584296563782
687,0.606501847061409
688,0.6064953766584826
689,0.6065166806379556
690,0.6065181862888318
691,0.6065190721325209
692,0.6065124514257465
693,0.6065158755894848
694,0.6064962749176804
695,0.6065283369009669
696,0.6065252676368855
697,0.6065289462896503
698,0.6065335564613867
699,0.6065173277924629
700,0.6065378196117911
701,0.6065518403576138
702,0.6065037571819587
703,0.6065173125917024
704,0.6065407216398581
705,0.6065290502615518
706,0.6065251450400553
707,0.6065102380309909
708,0.606542883091779
709,0.6065651019235629
710,0.6065549787478932
711,0.6065859686225687
712,0.6065774315138923
713,0.6065932285272291
714,0.6065900338249671
715,0.6065863453498248
716,0.6065758789082194
717,0.6065603532843012
718,0.6065643459612382
719,0.6065690741315719
720,0.6065779124128461
721,0.6065720562700334
722,0.6065653220832943
723,0.6065431411465864
724,0.6065365873391391
725,0.6065360946488596
726,0.6065259926220773
727,0.6065144267044631
728,0.606523727694087
729,0.6065135920249034
730,0.6065178480473552
731,0.6065188829511556
732,0.6065274839707514
733,0.6065254739554643
734,0.6065240320772176
735,0.6065238781694102
736,0.6065356550429462
737,0.6065255231718376
738,0.6065175408796961
739,0.6065207235002835
740,0.6065203319916492
741,0.6065219613184014
742,0.6065133717630004
743,0.6065095357790341
744,0.6065080832633063
745,0.6065057837826143
746,0.6065045439002266
747,0.6064712121696184
748,0.6064679677602195
749,0.6065495157261214
750,0.6066102919290732
751,0.6064775991342635
752,0.6060498259134095
753,0.6058712483446103
754,0.6057373631500356
755,0.6058638397231866
756,0.6053231703933599
757,0.6057154947699983
758,0.6063404070543108
759,0.6063104238642796
760,0.6057921651303825
761,0.6059288628547013
762,0.605978144320261
763,0.6058607066866214
764,0.6058484241370321
765,0.6056865226190016
766,0.6051500073970545
767,0.6051658454568083
768,0.6050974089112608
769,0.6048107204997341
770,0.604419474030226
771,0.6043868306279716
772,0.6045645995519404
773,0.6047455226474447
774,0.6047586082913282
775,0.6051867103740011
776,0.6053315379367612
777,0.6052558142078146
778,0.6050107867698788
779,0.6045509461129581
780,0.603596128820005
781,0.6034213899034215
782,0.6034664812862076
783,0.6034592627107165
784,0.6030926013216069
785,0.6038522292527144
786,0.6039097871868757
787,0.6042887516715651
788,0.6047776903445445
789,0.6047109359056162
790,0.6046160754065071
791,0.60390434354421
792,0.6038818317604617
793,0.6038513351920498
794,0.6038650372795444
795,0.6033454717771325
796,0.6033548958338248
797,0.6034797048682186
798,0.6032212694997869
799,0.6029983002068129
800,0.6031893552001217
801,0.6035303099918179
802,0.602129432716394
803,0.6017603464074726
804,0.6020139536758111
805,0.6028993488828749
806,0.602629924072486
807,0.6031590140985226
808,0.6038177197813919
809,0.6039026645330684
810,0.6041697529608268
811,0.6041372661874393
812,0.6041373889083046
813,0.6042055734311965
814,0.6033046917380346
815,0.6035545271179015
816,0.604400586671664
817,0.60431193240067
818,0.6044004105212222
819,0.6043253285545533
820,0.6044080396438183
821,0.6045013970909776
822,0.6044998459573514
823,0.604670836866286
824,0.6046596998761169
825,0.6044568706526332
826,0.6048209669006696
827,0.6050507853161987
828,0.6051549850498729
829,0.6051634709241209
830,0.6053730449249333
831,0.6064009351912161
832,0.6064489575747152
833,0.6065533371201348
834,0.6065480406304549
835,0.6062572298845744
836,0.6062734105336325
837,0.6062601942598872
838,0.6063145566930008
839,0.6060463630726509
840,0.6050893052734556
841,0.6050001957819549
842,0.6047101382311019
843,0.6047151049979131
844,0.6055524919871832
845,0.6053434629630354
846,0.6053009928514028
847,0.6052996392617241
848,0.604614837525327
849,0.6044243322510829
850,0.6046904457705287
851,0.6044998940791542
852,0.6048576470127844
853,0.6052333184507632
854,0.605105177023629
855,0.6050414414562164
856,0.6050354232673527
857,0.6050420393440561
858,0.6048906685370128
859,0.6048463951430265
860,0.6048599753298721
861,0.6056775844824185
862,0.6055197045857077
863,0.6056643329046936
864,0.6057836030204053
865,0.6058282390737577
866,0.6059714116059344
867,0.6066188462783453
868,0.606505792555183
869,0.6062042623386931
870,0.6061648003498837
871,0.6073465672693588
872,0.6075172390248388
873,0.6076101163346768
874,0.6076516981082392
875,0.6072903641658632
876,0.6071474671408263
877,0.6071307603645533
878,0.608191045250584
879,0.6081409182966613
880,0.6082245504509309
881,0.6082299573982892
882,0.608246263586935
883,0.6086820290735659
884,0.6090970555667667
885,0.6082600277952204
886,0.6082733595945322
887,0.607965781415569
888,0.6077764135852683
889,0.6080859279002582
890,0.6080838648116181
891,0.6084868943919308
892,0.6088564203636853
893,0.6090186234416469
894,0.6089945418155993
895,0.6090582569740359
896,0.6090907494977724
897,0.6090914589836567
898,0.609213313371647
899,0.6092161304300758
900,0.6092167228485876
901,0.6090122146578039
902,0.6093519997244425
903,0.6093560304646096
904,0.6095263738180094
905,0.6094118316721843
906,0.6107260383186628
907,0.6107357236192819
908,0.6106814833315105
909,0.6105477174984562
910,0.61006757972494
911,0.610351292862815
912,0.6102213712756158
913,0.6104710833308669
914,0.6098633978695511
915,0.609325140763912
916,0.6092894037526491
917,0.6093792024763378
918,0.6112243616081316
919,0.6112953974193961
920,0.6113738225757185
921,0.6111755370558278
922,0.6110254676288025
923,0.6107898495678749
924,0.6103861185774604
925,0.6103828154530885
926,0.6103578059267187
927,0.6100612599350728
928,0.6101953497914683
929,0.6102289391696485
930,0.6105278173629828
931,0.6103081194639617
932,0.6107583605995293
933,0.6105026340859354
934,0.6106242476429837
935,0.6105587338909448
936,0.6097830234686101
937,0.6092383379868378
938,0.6095795977485676
939,0.6094782619241791
940,0.609062802052752
941,0.6088647410578674
942,0.6086529158439792
943,0.6088138679010675
944,0.6090079194795444
945,0.6089025485121868
946,0.6092775981610811
947,0.6091250294986583
948,0.6094596568655193
949,0.609729051886285
950,0.6096969834744681
951,0.6097261447187371
952,0.6101215938897865
953,0.6102650448447745
954,0.6110647316738254
955,0.6112347817661707
956,0.6112357864935645
957,0.6114185279883322
958,0.6114928050049004
959,0.6114858591512091
960,0.611676463974709
961,0.6116663542423991
962,0.6116854330563885
963,0.6119606869336907
964,0.6119547603817354
965,0.6119493825865471
966,0.6119925539041424
967,0.6120992075097016
968,0.6120676570287225
969,0.6120017946960943
970,0.6119626498880848
971,0.6123085607406727
972,0.6123063429512081
973,0.612534955975315
974,0.6124728771754442
975,0.6111841783277803
976,0.6112631812407203
977,0.611144729696077
978,0.6111949057561231
979,0.6113967203897417
980,0.6114212104646197
981,0.6111726606874336
982,0.6111431841350302
983,0.6108842129781368
984,0.6105057378133433
985,0.6105516992151172
986,0.6106723766932369
987,0.6108218741959162
988,0.6108358244992266
989,0.6112625258059059
990,0.611093948635238
991,0.6109750973670733
992,0.6110228747164717
993,0.6120442448910728
994,0.6123162510560938
995,0.6123150194150994
996,0.6123230287714072
997,0.6124230278986827
998,0.6124492131069204
999,0.6123396832196238
1000,0.6126014746782097
