,r2
0,0.3937956796729323
1,0.3962472317175867
2,0.3993698952207134
3,0.3890625022509292
4,0.3988488035246922
5,0.39567703467822346
6,0.3978948049839647
7,0.40355856287707637
8,0.40348608120289586
9,0.40658610317662003
10,0.4012719918847205
11,0.39629568993208897
12,0.401054506871396
13,0.4023392515230789
14,0.39847592539527865
15,0.3982546000632383
16,0.3999392271610781
17,0.40249947356789495
18,0.40780111331713276
19,0.41200087357799875
20,0.4195894347956671
21,0.42654814801872887
22,0.4317647982913637
23,0.4326336778072656
24,0.4361616137096066
25,0.42866145577795356
26,0.4222992090900124
27,0.4257850725086759
28,0.42193705119728675
29,0.42458019685992965
30,0.4243306326671531
31,0.42353040386772167
32,0.4238536298577571
33,0.42464126830670323
34,0.4263443535618089
35,0.4302302788713567
36,0.4307061514599627
37,0.42430464356173836
38,0.42329045779739516
39,0.4260362671232024
40,0.42843253345036825
41,0.4322789530617981
42,0.4309254507275252
43,0.434366577736632
44,0.4304985457401279
45,0.43399440531466327
46,0.43510820885900003
47,0.4383500593239744
48,0.43877399174188203
49,0.4456396295329683
50,0.4452690176906162
51,0.44558211353013866
52,0.4440205317193572
53,0.445837935933009
54,0.4464393309104526
55,0.4456825161755126
56,0.4442718128955724
57,0.4485123905011842
58,0.45005123756699117
59,0.449776987393957
60,0.4491050858049703
61,0.4478336563397658
62,0.45077619666072755
63,0.4536798139204238
64,0.45897690924729295
65,0.4573085236989589
66,0.45715983075435396
67,0.4582320956898738
68,0.46038762015445667
69,0.4621293827345294
70,0.4622317916108398
71,0.4626301157631516
72,0.4658420968020427
73,0.4675839298256339
74,0.46917019235108504
75,0.46703871752948234
76,0.46868265015079535
77,0.4676240684322527
78,0.46953284317637667
79,0.47000644415258463
80,0.4748422081211733
81,0.4772779685002988
82,0.4782920559404068
83,0.47894657933236884
84,0.47999087414606145
85,0.486057028958489
86,0.48718245704227336
87,0.48646858046456565
88,0.49015610787816044
89,0.49267065005997057
90,0.49198447697144376
91,0.4957999894165983
92,0.4984802686882649
93,0.5005409461349986
94,0.49938749882301203
95,0.49986828362903113
96,0.4992267993853845
97,0.49855125967923186
98,0.4985386637191829
99,0.5011963885456807
100,0.5005035492264469
101,0.4986900170321422
102,0.5008599504143063
103,0.5017397291210253
104,0.504966888817511
105,0.505923723082236
106,0.5065341033346864
107,0.5079737307629149
108,0.5098232118651735
109,0.5122745774851931
110,0.5118936147249913
111,0.5140908314986419
112,0.516944745405344
113,0.5161440408857437
114,0.5158606894304358
115,0.5170980542460168
116,0.5164926282885597
117,0.5153505430960219
118,0.5183149127831069
119,0.5175055458322453
120,0.5180938716816192
121,0.5194872120613042
122,0.5198958825488105
123,0.5201823951632065
124,0.513968991614881
125,0.5165335725863647
126,0.5202442737227082
