category,learner,query_strategy,kernel,length_scale,length_scale_bounds,n_learners,n_initial,n_queries,r2
Committee,Gaussian Process,max_std_sampling,RBF(length_scale=0.4),0.4,"(1e-05, 100000.0)",10,80,100,0.5163765327303528
Committee,Gaussian Process,max_std_sampling,RBF(length_scale=0.747),0.7473684210526316,"(1e-05, 100000.0)",10,80,100,0.5535287610603596
