,r2
268,0.56850155422981
269,0.5688008398152987
270,0.5683402046504316
271,0.5677656568285909
272,0.5680944118894575
273,0.5685006793006604
274,0.5686717451068344
275,0.5686068988619817
276,0.5690776795407779
277,0.5692327771022638
278,0.5693767663951094
279,0.5695608424786213
280,0.5700809290731697
281,0.5693652929243826
282,0.5696807544627718
283,0.5703587981805514
284,0.5714893073970491
285,0.5716719754615673
286,0.5720418905899898
287,0.5726865786512302
288,0.5727525452813234
289,0.5733151435082084
290,0.5733451503285779
291,0.5737855194576371
292,0.5731872646765332
293,0.5731999645993879
294,0.5725466382283876
295,0.5731207945773755
296,0.5739733874492043
297,0.5743763028343438
298,0.5745985041291037
299,0.5747754782884823
300,0.5748584996112938
301,0.5744421366719383
302,0.5755346113284554
303,0.5756573865921948
304,0.5757685912034152
305,0.5747970819594996
306,0.5754564307516219
307,0.5755293300427714
308,0.5747235417602488
309,0.5754145604278165
310,0.5753501902825753
311,0.5759007663245903
312,0.5752949748271382
313,0.5757251355809581
314,0.5764160376174203
315,0.5762566767723019
316,0.5766744767946326
317,0.5773892693315867
318,0.5772887472542282
319,0.5772440137114975
320,0.5771445399406399
321,0.5777551841006294
322,0.5777065448432748
323,0.577762431746873
324,0.5781063047941997
325,0.5782112164156047
326,0.5785654331413399
327,0.5783308422656903
328,0.5776626007867701
329,0.5771199708620613
330,0.5780890646300605
331,0.5782066888516022
332,0.5784766935219237
333,0.5793750110429698
334,0.57870675427933
335,0.5789735247790746
336,0.5793803944833094
337,0.5790294474521129
338,0.578765957761556
339,0.5785880212950891
340,0.578307131484919
341,0.578415976746861
342,0.5780861198600682
343,0.5781132933328412
344,0.5780449996263655
345,0.5782156454851218
346,0.5782220893476606
347,0.5781277846156925
348,0.5782324664655782
349,0.578928092576829
350,0.5789190099287724
351,0.5788490502605239
352,0.5790111391126181
353,0.5790764622302711
354,0.5789983414096993
355,0.579655932148051
356,0.5794180960641055
357,0.5793222587856834
358,0.5796127035096674
359,0.5799576547163696
360,0.5802640753831908
361,0.5798345238922337
362,0.5800710802647286
363,0.5800479642502558
364,0.5800650912204357
365,0.5803611467789495
366,0.580661549748526
367,0.5804851190655493
368,0.580868693597034
369,0.5810820513627226
370,0.5809882875567061
371,0.5807902528414363
372,0.5806134923341243
373,0.5808274950272421
374,0.5804777796443434
375,0.5805322714954619
376,0.580903757704824
377,0.5810415244342222
378,0.5811215479235106
379,0.5813177847466372
380,0.580647563679143
381,0.5811602118060778
382,0.5816543135892075
383,0.5814375947899663
384,0.5815187661935058
385,0.5814576267427782
386,0.5816362893986686
387,0.5815669379618329
388,0.5816141627005829
389,0.5816583247814653
390,0.5816416711705091
391,0.5812040963204237
392,0.5811100211167382
393,0.5815249050388692
394,0.5820107824629449
395,0.5816476631695209
396,0.5818803075601304
397,0.5813671389185322
398,0.581597152731539
399,0.5812989144749012
400,0.5813188737182396
